date,time,message
8/26/2017,33:37.3,need upgrade groups: (
8/26/2017,33:37.3,wating connect state 0 => 2
8/26/2017,33:37.3,handle state init => download_init
8/26/2017,33:37.5,need upgrade groups: (
8/26/2017,33:37.8,need upgrade groups: (
8/26/2017,33:37.8,need upgrade groups: (
8/26/2017,33:57.0,wating connect state 2 => 1
8/26/2017,34:02.5,connect service
8/26/2017,34:02.5,wating connect state 1 => 0
8/26/2017,34:09.9,need upgrade groups: (
8/26/2017,34:10.0,handle state init => download_init
8/26/2017,34:10.7,need upgrade groups: (
8/26/2017,34:10.7,need upgrade groups: (
8/26/2017,34:16.4,set progress handler: <__NSMallocBlock__: 0x176a5b9f0>
8/26/2017,34:17.6,receive length 980
8/26/2017,34:18.8,start send upgrade finished pack
8/26/2017,34:18.8,check sum data: <a647707c dd49adde 16f09e49 c7dc5957>
8/26/2017,34:18.9,push upgrade progress: 1%
8/26/2017,34:19.9,push upgrade progress: 1%
8/26/2017,34:20.0,push upgrade progress: 95%
8/26/2017,34:22.0,push upgrade progress: 95%
8/26/2017,34:23.1,push upgrade progress: 100%
8/26/2017,35:09.5,disconnect service
8/26/2017,35:09.5,wating connect state 0 => 1
8/26/2017,35:27.0,need upgrade groups: (
8/26/2017,35:27.0,wating connect state 0 => 2
8/26/2017,35:27.0,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:27.0,handle state init => download_init
8/26/2017,35:27.8,need upgrade groups: (
8/26/2017,35:27.8,set callback: <__NSStackBlock__: 0x16fd95ce8>
8/26/2017,35:27.8,need upgrade groups: (
8/26/2017,35:27.8,set callback: <__NSStackBlock__: 0x16fd95ce8>
8/26/2017,35:28.1,need upgrade groups: (
8/26/2017,35:28.1,set callback: <__NSStackBlock__: 0x16fd95ce8>
8/26/2017,35:28.2,need upgrade groups: (
8/26/2017,35:28.2,set callback: <__NSStackBlock__: 0x16fd95ce8>
8/26/2017,35:29.2,need upgrade groups: (
8/26/2017,35:29.2,set callback: <__NSStackBlock__: 0x16fd95ce8>
8/26/2017,35:29.2,need upgrade groups: (
8/26/2017,35:29.2,set callback: <__NSStackBlock__: 0x16fd95ce8>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:31.9,need upgrade groups: (
8/26/2017,35:31.9,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:32.0,need upgrade groups: (
8/26/2017,35:32.0,set callback: <__NSStackBlock__: 0x16fd95e08>
8/26/2017,35:32.0,need upgrade groups: (
8/26/2017,35:32.0,set callback: <__NSStackBlock__: 0x16fd95e08>
